netst,stla,stlo,geometry,index_right,STATE,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_NAME,AGE_MIN,AGE_MAX,MAJOR1,MAJOR2,MAJOR3,MINOR1,MINOR2,MINOR3,MINOR4,MINOR5,INCIDENTAL,INDETERMIN,REF_ID,REFERENCE,GENERALIZE,DIGITAL_UR,NGMDB1,NGMDB2,NGMDB3,RuleID,FIPS_C
CI.RHC2,34.00095,-118.013329,POINT (-118.013329 34.00095),3331,CA,M,MI;0,CAMI;0,Miocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Sandstone,Mudstone,,Siltstone,Conglomerate,,,,Gypsum,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.RIN,34.28196,-118.479248,POINT (-118.479248 34.28196),4162,CA,P,PO;0,CAPO;0,Pliocene marine rocks,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Mudstone,,Siltstone,Claystone,Conglomerate,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.RIO,34.104729,-117.979561,POINT (-117.979561 34.104729),4499,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.RKMO,33.67421,-117.609467,POINT (-117.609467 33.67421),3013,CA,Oc,OGc2;0,CAOGc2;0,"Oligocene nonmarine rocks, unit 2 (Central and Southern California)",Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,Conglomerate,,Siltstone-mudstone,,,,,"Sedimentary-breccia, Evaporite, Limestone",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.RPV,33.743462,-118.404121,POINT (-118.404121 33.743462),9236,CA,Ti,Ti5;0,CATi5;0,"Tertiary intrusive rocks (hypabyssal), unit 5 (Southern California Basin)",Phanerozoic - Cenozoic - Tertiary-Neogene - Late-Miocene - Tortonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Hypabyssal-basalt,,,Hypabyssal-dacite,Hypabyssal-andesite,Hypabyssal-basaltic-andesite,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.RRC,35.372879,-117.989861,POINT (-117.989861 35.372879),6512,CA,QPc,QPOc;0,CAQPOc;0,Plio-Pleistocene and Pliocene loosely consolidated deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Limestone, Evaporite, Coal, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.RRX,34.874989,-116.996811,POINT (-116.996811 34.874989),4810,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.RSI,34.85191,-120.208679,POINT (-120.208679 34.85191),5180,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.RSS,33.97327,-117.326736,POINT (-117.326736 33.97327),7284,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.RUN,32.972221,-114.978088,POINT (-114.978088 32.972221),6684,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.RVR,33.993511,-117.37545,POINT (-117.37545 33.993511),7284,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.RXH,33.183128,-115.622566,POINT (-115.622566 33.183128),7165,CA,Qrv,QHv5;0,CAQHv5;0,"Recent (Holocene) volcanic flow rocks, unit 5 (Salton Sea)",Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Rhyolite,,,,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.RYS,34.64341,-119.352242,POINT (-119.352242 34.64341),656,CA,E,EO;0,CAEO;0,Eocene marine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Mudstone,Sandstone,,Conglomerate,,,,,"Limestone, Siltstone, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SAL,33.280102,-115.985847,POINT (-115.985847 33.280102),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SBC,34.440762,-119.71492,POINT (-119.71492 34.440762),4575,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SBI,33.480461,-119.029861,POINT (-119.029861 33.480461),8282,CA,Tvp,Tvp5;0,CATvp5;0,"Tertiary pyroclastic and volcanic mudflow deposits, unit 5 (Southern California Basin)",Phanerozoic - Cenozoic - Tertiary-Neogene - Late-Miocene - Tortonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Dacite,,,Andesite,,,,,"Basaltic-andesite, Basalt",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.SCI2,32.9799,-118.546967,POINT (-118.546967 32.9799),8253,CA,Tv,Tv8;0,CATv8;0,"Tertiary volcanic flow rocks, unit 8 (Southern California Basin)",Phanerozoic - Cenozoic - Tertiary-Neogene - Late-Miocene - Tortonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,Andesite,,Basaltic-andesite,,,,,Dacite,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.SDD,33.552589,-117.661713,POINT (-117.661713 33.552589),4693,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SDG,32.784,-117.138046,POINT (-117.138046 32.784),1048,CA,Ec,EOc2;0,CAEOc2;0,"Eocene nonmarine rocks, unit 2 (Southern California)",Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Conglomerate,Sandstone,,,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SDR,32.735611,-116.942413,POINT (-116.942413 32.735611),343,CA,grMz,grMZ2;0,CAgrMZ2;0,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)",Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Phanerozoic - Mesozoic - Jurassic - Middle-Jurassic,Tonalite,,,Quartz-diorite,Granodiorite,Quartz-monzonite,,,"Granite, Pegmatite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.SGL,32.64933,-115.726379,POINT (-115.726379 32.64933),5191,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SHO,35.899529,-116.275299,POINT (-116.275299 35.899529),5281,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SLB,33.485191,-115.866432,POINT (-115.866432 33.485191),4467,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SLH,33.192692,-116.25399,POINT (-116.25399 33.192692),6400,CA,QPc,QPOc;0,CAQPOc;0,Plio-Pleistocene and Pliocene loosely consolidated deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Limestone, Evaporite, Coal, Sedimentary-breccia",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SLM,34.452271,-118.422668,POINT (-118.422668 34.452271),3341,CA,Mc,MIc;0,CAMIc;0,Miocene nonmarine rocks,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Sandstone,Conglomerate,,Siltstone,Mudstone,,,,"Sedimentary-breccia, Limestone, Dolostone, Felsic-volcanic, Basalt, Chert",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SLR,33.833591,-116.797371,POINT (-116.797371 33.833591),324,CA,grMz,grMZ2;0,CAgrMZ2;0,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)",Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Phanerozoic - Mesozoic - Jurassic - Middle-Jurassic,Tonalite,,,Quartz-diorite,Granodiorite,Quartz-monzonite,,,"Granite, Pegmatite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.SMF2,34.022011,-118.446274,POINT (-118.446274 34.022011),5712,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SMI,34.038181,-120.351318,POINT (-120.351318 34.038181),7236,CA,Qoa,Qoa;0,CAQoa;0,Older Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
CI.SMW,35.011082,-120.409973,POINT (-120.409973 35.011082),7765,CA,Tv,Tv14;0,CATv14;0,"Tertiary volcanic flow rocks, unit 14 (Tranquillon-Obispo)",Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene - Burdigalian,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene - Burdigalian,Rhyolite,,,Dacite,Basalt,,,,Andesite,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, volcanic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,2,06
CI.SNO,34.035149,-116.807777,POINT (-116.807777 34.035149),3977,CA,pCc,pCAc;0,CApCAc;0,Precambrian igneous and metamorphic rock complex,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,preCambrian-Proterozoic - Paleoproterozoic,Gneiss,,,Granitic,,,,,"Anorthosite, Syenite, Diorite, Amphibolite",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Metamorphic, gneiss",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,9,06
CI.SOC,33.387611,-117.580132,POINT (-117.580132 33.387611),3335,CA,M?,MI?;0,CAMI?;0,Miocene marine rocks (?),Phanerozoic - Cenozoic - Tertiary-Neogene - Pliocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Sandstone,Conglomerate,,,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SOL2,34.436001,-118.289001,POINT (-118.289001 34.436001),2098,CA,grpC,grpCA2;0,CAgrpCA2;0,"Precambrian granitic rocks, unit 2, (San Gabriel Mountains Anorthosite)",preCambrian-Proterozoic - Mesoproterozoic - Ectasian,preCambrian-Proterozoic - Mesoproterozoic - Ectasian,Anorthosite,Gabbro,,Syenite,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Igneous, intrusive",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,1,06
CI.SPF,34.05933,-118.646141,POINT (-118.646141 34.05933),4073,CA,Ep,PN1;0,CAPN1;0,"Paleocene marine rocks, unit 1 (Central and Southern California)",Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Paleocene,Sandstone,Mudstone,,Conglomerate,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SRN,33.828541,-117.789383,POINT (-117.789383 33.828541),3013,CA,Oc,OGc2;0,CAOGc2;0,"Oligocene nonmarine rocks, unit 2 (Central and Southern California)",Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Miocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,Conglomerate,,Siltstone-mudstone,,,,,"Sedimentary-breccia, Evaporite, Limestone",,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Sedimentary, clastic",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,23,06
CI.SRT,35.692348,-117.750511,POINT (-117.750511 35.692348),4653,CA,Q,Q;0,CAQ;0,Quaternary alluvium and marine deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Coarse-detrital,,,Fine-detrital,,,,,,,CA294,"Jennings, C.W., with modifications by Gutierrez, C., Bryant, W., Saucedo, G., and Wills, C., 2010, Geologic map of California, Version 2.0 (California Geological Survey 150th Anniversary Edition), Department of Conservation, California Geological Survey:","Unconsolidated, undifferentiated",ftp://ftp.consrv.ca.gov/pub/dmg/rgmp/Published_GIS_Data/GDM_002_GMC_750k_v2/,https://ngmdb.usgs.gov/Prodesc/proddesc_96750.htm,,,29,06
